active_founders,batch,founded,industry,jobs,location,logo,long_description,name,region,short_description,status,tags,team_size,website
"Scott Davies,Ted Lichtenberger",W19,2019,"Consumer,Home and Personal",1,"Los Angeles, CA",https://bookface-images.s3.amazonaws.com/small_logos/0a21e0b9fb14724e888346036c118124e20d6ceb.png,"We sell weed on the internet. We're a vertically integrated legal cannabis company delivering next-day in Los Angeles, Long Beach, San Francisco, East Bay, Marin, Humboldt, Sacramento, and Vallejo. We're venture-backed and growing exponentially.",FLOWER CO.,"Los Angeles, CA, USA",FLOWER CO. sells weed on the internet.,Active,"e-commerce,cannabis",30,https://flowercompany.com
"Mike Kijewski,Eric Pancoast",W19,2016,"Healthcare,Healthcare IT",0,"San Diego, CA",https://bookface-images.s3.amazonaws.com/small_logos/f83d9fea6258d4ade4828219ac97951e9aabc969.png,"MedCrypt has developed a security toolkit that allows medical device developers to focus on diagnosing and treating disease, while ensuring their devices comply with security regulations and best practices. And since each installation of our software communicates with our MedCrypt network, we can use machine learning-based transaction monitoring algorithms to detect anomalous behavior, thwarting attacks in real time. This centralization of transaction data allows us to facilitate ""Threat Sharing"" between device vendors, helping build a community of device vendors offering the most secure devices possible.



MedCrypt protects medical devices against malicious hacking. Each installation of our software communicates with our MedCrypt network, allowing us to use machine learning-based transaction monitoring algorithms to detect anomalous behavior, thwarting attacks in real time. This centralization of transaction data allows us to facilitate ""Threat Sharing"" between device vendors, helping build a community of device vendors offering the most secure devices possible.


If someone hacks your connected thermostat, you’re uncomfortable. If someone hacks your pacemaker, you could be dead. MedCrypt is bringing modern software security technologies to an important, but underserved technology sector.
",MedCrypt,"San Diego, CA, USA",MedCrypt gives medical device vendors cybersecurity features in a few…,Active,"medical-devices,healthcare",16,https://www.medcrypt.co
Elezhan (Ijan) Zhakiya,W19,,"B2B,Marketing",0,San Francisco,,,Avalanche,"San Francisco, CA, USA",Referral program SDK for startups,Active,marketing,1,https://useavalanche.com
"Kyle Mack,Kurt Ruppel",W19,2019,"B2B,Operations",4,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/fedf74c9ad94dc349198477810eed3f94568f7ec.png,"Middesk's mission is to enable every business to access the products and services they need to grow and thrive. We believe that if we can make it easy for a business to access financial products, hire new employees, and transact with other businesses, that we increase the odds of success for that business to contribute to its community and the broader economy.

Our Identity provides accurate, complete information that financial services companies need to make efficient onboarding decisions. Our Agent product makes it easy for employers to file with the state and federal agencies needed to establish their business across the country. Our customers include Affirm, Brex, Plaid, Mercury, Divvy, Rippling, Gusto, and others.

Based in San Francisco, CA, Middesk is backed by Sequoia Capital, Accel Partners, and Y Combinator.",Middesk,"San Francisco, CA, USA",We make it easier for B2B companies to transact with one another,Active,"fintech,saas,b2b",85,http://www.middesk.com
"Colin Feo,Cris Feo,Samuel Leonard",W19,2018,"Consumer,Gaming",0,"Austin, TX",https://bookface-images.s3.amazonaws.com/small_logos/f8c8d1fa4cb1e66bfce2c746321a1d388b1a6aaa.png,,Windwalk,"Austin, TX, USA","Windwalk is the industry leader in building, growing, and operating…",Active,gaming,25,https://windwalk.com
Wesley Wierson,W19,2018,"Healthcare,Therapeutics",0,"Rochester, MN",https://bookface-images.s3.amazonaws.com/small_logos/6907f0370b96042be3d0036ddc25c34015a02b50.png,"LEAH Labs is building living therapies for pets first, and their people next. We're first focused on CAR-T cell therapy for dogs with B cell lymphoma, the naturally occurring clinical analog of human non-Hodgkin's lymphoma. CAR-T cells are curative in humans, and our early results are showing the same - we're inducing remissions in pets with late stage lymphomas. Our virus-free gene editing platform allows us to engineer a dose of CAR-T cell therapy for ~$500, and brings the promise of a curative outcome. Given our safety and efficacy data to date, we believe this product could be used by general practice veterinarians, meaning we have thousands of customers all across the USA who typically treat with palliative care or refer cancer patients to specialty oncologists. Our CAR-T cell platform is regulated by the USDA, not the FDA, affording us a cost effective ""full stack"" to iterate and innovate on CAR-T cell therapy from a hypothesis through clinical validation. ",LEAH Labs,"Rochester, MN, USA","Living therapies for pets first, and their people next",Active,"crispr,cell-therapy",3,http://www.leahlabs.com
"Ayodeji Arikawe,Uka Eje",W19,2017,"Industrials,Agriculture",0,"Abuja, Nigeria",https://bookface-images.s3.amazonaws.com/small_logos/b15317420a2e7173dda0e5a9bdcb5ccbc8993f0e.png,We have created a market place that enables the sales of agro-commodities locally and internationally while providing rural farmers with all the resources they will need to grow crops like loans to but inputs and the needed extension services for better insights.,Thrive Agric,"Abuja, Federal Capital Territory, Nigeria","ThriveAgric help Farmers in Africa access finance, insight and Markets",Active,finance,227,https://www.thriveagric.com/
"Yuliya Raquel,Don Straub",W19,2024,B2B,0,"San Mateo, CA",https://bookface-images.s3.amazonaws.com/small_logos/9277966b4759cd0e9e11a99021919f3c73553d6d.png,"PatternFast helps fashion companies and brands design and launch new collections in minutes instead of months. We save brands 90% of the time and 95% of the costs associated with the tedious, time-consuming, and complex process of garment design and development. Our AI software enables the instant design of over hundred billion of unique styles, complete with production-ready documentation, patterns, and automated sizing.",PatternFast,"San Mateo, CA, USA",AI for Instantly Manufacturable Fashion,Active,"artificial-intelligence,apparel,fashion,ai",9,http://patternfast.com
Michael Lucy,W19,,"B2B,Engineering, Product and Design",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/f116850261b9a5e03cfc2d394c7f0b382eaabeb4.png,,Basilica,"San Francisco, CA, USA",Basilica is an API that embeds high-dimensional data like images and…,Active,"machine-learning,api",2,https://www.basilica.ai
James Graham,W19,2018,"Consumer,Home and Personal",3,Boston,https://bookface-images.s3.amazonaws.com/small_logos/d3c595ee7c5413925a33801ac0a98d0dff17082b.png,"Community Phone Company YC W19 built a simple cloud phone system that runs inside of landlines

Our solution lets a business or family get all modern voice features (re-route if busy, greeting menu and IVR, programmable caller ID, cloud voicemail, etc) on their existing desk phone and existing cell phones. All employees onboard instantly, no wifi required, no app to download. ",Community Phone Company,"Boston, MA, USA",Modern landline and voice services,Active,telecommunications,70,https://www.communityphone.org/
Jorge Zamora,W19,,"B2B,Productivity",2,"San Jose, CA",https://bookface-images.s3.amazonaws.com/small_logos/afc06ceb5b91f55a715f39051c3426043e5094c8.png,"GoLinks allows you to create internal links for your company that are so easy to remember and share, you don't have to bookmark or copy and paste them in emails. For example, teams use GoLinks to keep track of their dashboard at go/metrics or an employee directory at go/directory - powered by AI. These internal link systems have been a standard for productivity boost within companies like Google, Yahoo, Linkedin, Twitter, and Airbnb for years. GoLinks is the first company building this as a service for everyone else. 75% of all employees at all of our customers use GoLinks every single month.



In 2023, GoLinks, launched two new productivity solutions to build off of their vision of building a Gen AI productivity suite:


- GoSearch (www.gosearch.ai):  An enterprise workplace search solution powered by AI.


- GoProfiles (www.goprofiles.io): A hub for your team to find shared connections, celebrate wins, and boost company culture — powered by gen AI!",GoLinks,"San Jose, CA, USA","Intuitive, easy-to-remember short links - powered by AI.",Active,"saas,productivity,collaboration",70,https://www.golinks.io
Demetrius Gray,W19,,"Fintech,Insurance",0,"Louisville, KY",https://bookface-images.s3.amazonaws.com/small_logos/e62bc5fb389686bebb7f80182d62fc3aa5b06354.png,"WeatherChecks application tells anyone when severe hail is about to strike and when it has in fact impacted a property. Using state of the science technologies we compute and analyze geo-weather data faster than every weather company globally. This allows companies, insurance companies specifically to gain dynamic insight into their overall exposure and enabling them to respond more quickly and efficiently to disaster.",WeatherCheck,"Louisville, KY, USA",WeatherCheck monitors properties for hail damage so that insurance…,Active,weather,10,https://www.weathercheck.co/
Ziang Xie,W19,2019,"B2B,Productivity",2,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/5aa6fac6d2489885ce08d4c58cabcc5b5a131c29.png,Sapling offers an API and SDK to help businesses integrate language models into their applications. Its messaging assistant sits on top of CRMs and messaging platforms to help users more efficiently compose responses.,Sapling.ai,"San Francisco, CA, USA",Language models for enterprise applications.,Active,"artificial-intelligence,deep-learning,generative-ai,machine-learning,b2b",2,https://sapling.ai
"Stefania Olafsdottir,Solvi Logason",W19,2018,"B2B,Analytics",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/5526613fca6b383058911964c9d9ef09fa74da82.png,"Avo fixes data quality in product analytics. Avo helps teams like Ikea, Wolt, Fender, Sixt and Condé Nast to plan, implement and monitor analytics, so they don't fly blind and fail to build great user experiences

Start your step-by-step path to settle your analytics debt:

Step 1: Better tracking plan management.
Avo is a better alternative to the ""tracking plan spreadsheet"", keeping your data quality high and your schema sync'd with all downstream tools. Import your tracking plan for an instant audit, then design more scalable data for every feature release, even before you're an expert.

Step 2: Better data validation.
Avo is ongoing observability of actual tracking compared with tracking plan. One-time install the Avo Inspector SDK to see what's wrong with your tracking today so you can start making it better.

Step 3: Better analytics release workflow.
Avo is the self-serve analytics governance, changing how PMs, devs and data scientists collaborate to plan, implement and verify their product analytics. What used to take Patreon 1-4 days for every feature release, now takes 30-60 minutes.",Avo,"San Francisco, CA, USA",Fixing data quality in product analytics.,Active,"developer-tools,b2b",10,https://www.avo.app/
"Vince Ning,Jun S. Lee",W19,2018,"B2B,Supply Chain and Logistics",1,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/6b1f0448fe9e816db7b8e9986418bb4e67d4f019.png,"Nabis is the #1 licensed cannabis wholesaling platform in California, supporting over 300 exclusive brands and supplying the entire network of state-licensed dispensaries with top-tier products. Nabis offers clients lightning-fast fulfillment, warehousing, payment processing, financing, data analytics, sales and marketing services to enable more brands and retailers to innovate, launch and scale.",Nabis,"San Francisco, CA, USA",Nabis is the largest licensed cannabis wholesale platform.,Active,"fintech,marketplace,b2b,cannabis,analytics",300,https://www.nabis.com/
"Alex Popp,Veronika Wax",W19,2018,"B2B,Sales",0,"Munich, Germany",https://bookface-images.s3.amazonaws.com/small_logos/20c74945d30965bb5d2101fd68ae3e99cc624985.png,"Demodesk provides AI-powered sales meeting software that summarizes your calls, automates CRM management, and delivers personalized, actionable sales coaching.",Demodesk,"Munich, BY, Germany",AI-powered sales coaching,Active,"saas,b2b,sales,video",25,https://demodesk.com
Cameron MacArthur,W19,2018,"Fintech,Insurance",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/b31f0d2080bde9e9ace9229bae707bd4fc89619a.png,"AI Insurance is the platform that small-to-midsize insurance companies use to run every part of their business. Before we showed up, they used spreadsheets and filing cabinets – wasting as much as 60% of revenue on administrative expenses. We’re doing what Salesforce did for SMB sales teams, but we’re tapping into the over 10,000 insurance companies that waste $238 Billion dollars annually.",AI Insurance,"San Francisco, CA, USA",AI Insurance is the platform that runs insurance companies,Active,"artificial-intelligence,insurance",10,https://www.aiinsurance.io
Thomas Eiden,W19,2018,"Industrials,Manufacturing and Robotics",0,"Idaho Falls, ID",https://bookface-images.s3.amazonaws.com/small_logos/f78037132844f2c28f0e50e7d2c311cbf1101d6a.png,"Atomic Alchemy is building a bank of reactors to produce the nuclear material that goes into nuclear medicine. Radiopharmaceuticals are vitally important in biological tracers, diagnostic imaging, and cancer treatments.

Currently, the world's supply of Molybdenum-99, the cornerstone of 80% of all nuclear medicine procedures, is sourced from just six government-run, scientific research reactors abroad. Five of these reactors are 45-65 years old and are quickly coming to the end of their operational life. This has cultivated a fragile and lengthy supply chain, at odds with the nature of radioactive material.

This issue and its implications do not just effect molybdenum, but any other reactor-based isotope. Many promising cancer therapies are stuck in clinical trials, unable to secure enough material in a timely manner. Research doesn’t even happen because of the difficulty of sourcing any new isotopes.

It doesn't have to be this way. Atomic Alchemy is working to solve this by building the world's first scalable radioisotope production facility. This facility will contain the world’s first privately-owned nuclear reactors dedicated to radioisotope production.",Atomic Alchemy,"Idaho Falls, ID, USA",We produce cancer-curing materials used in nuclear medicine.,Active,"hard-tech,small-modular-reactors",5,https://atomicalchemy.us
Michael Ip,W19,2015,"B2B,Supply Chain and Logistics",0,"Vancouver, Canada",https://bookface-images.s3.amazonaws.com/small_logos/dfaf68c602e9d13793a1ce6bf58310eff1ce2121.png,"Switchboard uses real-time data obtained by Switchboard devices installed on commercial vehicles to provide visibility and reporting on freight location, routing availability, and other related data important to manage freight movement across North America.",Switchboard,"Vancouver, BC, Canada",Technology for Trucking,Active,"autonomous-trucking,saas,b2b",24,https://www.onswitchboard.com
"Ramiro Berrelleza,Pablo Chico de Guzman,Ramon Lamana",W19,2018,"B2B,Infrastructure",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/65528c51b9eccc4012b7ad09d502f4452f49c03f.png,"At Okteto, we are working hard at creating the next-generation development experience for teams of all sizes. Have you ever seen how long it takes a developer to set up everything they need before working on a feature? We are fixing that.  We want developers to focus on building value for their teams instead of wasting time setting up local environments or trying to debug ""production only"" issues.",Okteto,"San Francisco, CA, USA",Cloud Development Environments with one click,Active,"developer-tools,saas,b2b,open-source,kubernetes",30,https://okteto.com
Adam Sandler,W19,,"B2B,Engineering, Product and Design",0,Boston,https://bookface-images.s3.amazonaws.com/small_logos/bc7af36cf816e85779580f55b3d6110fd7defe50.png,,Bensen,"Boston, MA, USA",Online and phone ordering for restaurant takeout and delivery,Active,"marketplace,delivery,food-&-beverage",2,http://www.bensen.ai
Lukas Lange,W19,2019,"Healthcare,Healthcare IT",2,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/9558e9a7114240a3f1e2a6378bd906ffe21826f3.png,"Probably Genetic is changing the lives of patients living with severe, complex diseases. Our data platform is used by drug developers and patient advocacy groups to develop and launch treatments for these patients. Our technology discovers undiagnosed patients online, analyzes their disease state using machine learning and at-home testing, and enables compliant communication with patients. In doing so, we help patients access diagnoses, clinical trials, and treatments as early as possible.",Probably Genetic,"San Francisco, CA, USA",Patient Intelligence Platform for Genetic Disease ,Active,"health-tech,biotech,genomics",9,https://www.probablygenetic.com/
"Benjamin Encz,Abhik Pramanik",W19,2018,"B2B,Recruiting and Talent",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/84f5ec42a731e2a4bc57b3b87ef4d96724952ff6.png,"At Ashby, we're improving the productivity of working professionals with intelligent and powerful software. We put a lot of effort into designing products that are approachable to beginners but mastered & extended by power users. In many ways, spreadsheets set the bar here.

Our first products provide talent teams with clever automation, powerful analytics tools, and customizable workflows packaged in great UX. We have many paying customers who love us and use us every day like Opendoor, Airtable, Duolingo, and Notion. Notion's Head of Talent said Ashby is ""probably the tool we are in the most and rely on the most, as a recruiting team.""

Our culture is motivated by Abhik's (my co-founder and Head of Engineering) and my belief that a small talented team, given the right environment, can build a great product and service fast (and work regular hours!). We hire exceptional, kind, thoughtful people and provide an environment where we can be happy, feel challenged, and do our best work.

We are well funded and backed by great investors, including Y Combinator, Elad Gil, and Lachy Groom. We'll share more once we meet!",Ashby,"San Francisco, CA, USA",All-in-one recruiting software for high growth companies,Active,"human-resources,b2b,recruiting",110,https://www.ashbyhq.com
"Oskar Koristka,Jiri Trecak",W19,2016,"B2B,Engineering, Product and Design",0,"Prague, Czech Republic",https://bookface-images.s3.amazonaws.com/small_logos/ada23a7187727888f29e6f21fc082493f5396066.png,"Supernova connects to popular design editors and interprets design systems into data. These data can then be transformed in powerful ways to create code for product development, for literally any coding stack or platform imaginable. 

These transformations can be fully automated so that when design changes occur, the code is automatically updated to reflect the changes. Developers can fully control how the code is rendered, literally down to the individual code characters. An ecosystem of Supernova-developed and community-maintained code export packages is available for popular stacks and platforms via the Supernova Store, or teams can choose to create their own — for instance, to support proprietary frameworks or to customize code output to meet any company guidelines.",Supernova,"Prague, Prague, Czechia",Design system platform joins developers and designers together,Active,developer-tools,20,https://supernova.io
"Nishith Khandwala,David Eng",W19,2021,"Healthcare,Healthcare Services",3,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/e37f47c8f336faaae481a49417e95761012d1dbb.png,"Bunkerhill is a Sequoia/Felicis/YC-backed company whose goal is to increase the adoption of AI in healthcare, in order to help doctors catch deadly diseases earlier.


Bunkerhill Health has built a consortium of research institutions (Stanford, Johns Hopkins, Harvard, etc.), who develop and validate AI algorithms seamlessly under our legal umbrella (less than one week of setup time for a new project when using the Bunkerhill consortium, versus a year or more for projects outside the consortium). Bunkerhill then manages the FDA clearance and commercial sales process for the algorithms that these institutions develop and validate with us.


We’ve signed commercial contracts and deployed algorithms with the world’s leading health systems—UCSF, Mayo Clinic, Georgetown/MedStar, and several others. These algorithms help doctors identify patients earlier than has otherwise been possible, leading to better treatment outcomes (early clinical screening for heart disease, pancreatic cancer, etc.)


We’re backed by world class investors: Sequoia, Felicis, SVAngel, Optum Ventures, Max Levchin (co-founder of PayPal and Affirm), YC, DCVC, and Pacific8.",Bunkerhill Health,"San Francisco, CA, USA","We bring AI algorithms, built by researchers everywhere, to the clinic",Active,"marketplace,healthcare-it,ai",30,http://bunkerhillhealth.com
"Roman Kudiyarov,Dmitry Lyfar",W19,2018,"B2B,Security",0,,https://bookface-images.s3.amazonaws.com/small_logos/f2ba51393107c60fc73e0c01a4165e444e0e8755.png,"Termius is an SSH client that works on desktop and mobile. It syncs and shares data via a secure vault in the cloud, like a password manager. With Termius, engineering and DevOps teams can share the list of servers that can be organized in groups and tagged for faster search. Termius also has built-in Terminal and Snippet Sharing. Terminal Sharing enables getting instant help from colleagues via providing a unique link instantly, and snippets are frequently-used shell commands that allow teammates to learn from each other easily.",Termius,,Termius is an SSH client with team collaboration features,Active,"developer-tools,devsecops",32,https://termius.com
Thomas Folliard,W19,,"Healthcare,Therapeutics",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/307d19bc5c381fd52d2955c58bdf163b34fac3b7.png,,Excepgen,"San Francisco, CA, USA",,Active,biotech,3,http://www.excepgen.com
"Blake Robertson,Chris Woodard,Patrick Hogan",W19,2019,"B2B,Finance and Accounting",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/4e635e21a9de56891c70f767bf4b79d54351abc4.png,Handle builds software that helps simplify construction financial management by automating manual and repetitive tasks throughout the life cycle of construction payments.,Handle.com,"San Francisco, CA, USA",Simplifying Payments and Compliance for Construction Suppliers,Active,"fintech,saas,payments,construction,ai",46,https://www.handle.com
Eden Full Goh,W19,2018,"B2B,Engineering, Product and Design",1,New York,https://bookface-images.s3.amazonaws.com/small_logos/1d0bf05671926ad00ff8728c45f6416fb329f300.png,"Mobot (YC W19) is a QA-as-a-service platform using actual mechanical robots to automate testing of repetitive functions on real mobile devices. Mobot's human-supervised robots make it possible to automate mobile app tests that emulators, virtual devices, and existing frameworks can't. This approach eliminates thousands of hours of manual testing, increases testing efficiency and physical device coverage, and captures more bugs in-app before app store launches than software can do alone.",Mobot,"New York, NY, USA",Mobot is a QA-as-a-service platform using actual mechanical robots,Active,"developer-tools,hardware,b2b",40,https://www.mobot.io
"Ravi Pamnani,Sidhartha Sinha",W19,2015,"Healthcare,Therapeutics",0,Palo Alto,https://bookface-images.s3.amazonaws.com/small_logos/3cd29a4a99693702d0e100b9a7d5fbcf89df7edc.png,Intatct is developing an advanced materials platform to improve the way drugs are delivered and absorbed in the digestive tract. Our vision is to improve the treatment of a wide range of gastrointestinal disorders that are currently underserved.,Intact Therapeutics,"Palo Alto, CA, USA",Smart gels for local drug delivery to the gut,Active,"drug-delivery,therapeutics",4,http://www.intacttherapeutics.com
Vivian Wang,W19,2019,"B2B,Recruiting and Talent",4,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/7f5f05f68a4cb7e62b9cdc1958e83f4e17257a68.png,,Landed,"San Francisco, CA, USA",Marketplace for businesses to hire fast with video.,Active,"marketplace,recruiting",4,https://www.gotlanded.com
André Woodley Jr,W19,2024,Consumer,0,"Miami, FL",https://bookface-images.s3.amazonaws.com/small_logos/600244bad0a66a6d71c5bf52e3abfddc22ccc705.png,"Qwest is a members-only social club for accessing exclusive in-demand restaurants, clubs, and lounges in social settings in major cities such as Miami, Los Angeles, New York, etc. We provide one membership to access tables at popular places, skip lines throughout the city and meet other high caliber individuals at exclusive high-end restaurants, clubs, and lounges.",In The Room,"Miami, FL, USA",Connect With People Around You.,Active,social,1,https://www.intheroom.social
"Angela Edwards,Kurt Edwards",W19,2019,"B2B,Recruiting and Talent",0,Boston,https://bookface-images.s3.amazonaws.com/small_logos/88a07182627899e0466f53c87e4cc47a87c1757d.png,"Pyxai helps organizations evaluate, identify and source top talent by focusing on the best indicators of long-term job success, soft skills. Our proprietary, AI driven assessment tool helps organizations increase retention by at least 30% all while reducing the time to hire by more than 50%.",Pyxai,"Boston, MA, USA",An assessment tool that evaluates people to predict future success,Active,"saas,b2b",5,https://www.pyxai.com
Stephen Grabowski,W19,2017,"B2B,Engineering, Product and Design",3,"Bellevue, WA",https://bookface-images.s3.amazonaws.com/small_logos/bba37502ba38f42df1df621e97c2d5fffd434c73.png,"Our APIs enable the world's leading travel organizations to delight travelers and increase revenue. Our customers are companies like Priceline, Hopper and Trip.com, and we support over 140 airlines including partnerships with Lufthansa Group, United Airlines, and Singapore Airlines. 

Gordian has grown rapidly and serves more than 60 million passengers per month. Launched in 2017, Gordian is backed by Y Combinator, Accomplice, Vinyl, Kinnevik, DST Global Partners, Latitude, and Naval Ravikant.

For more information, visit gordiansoftware.com",Gordian Software,"Bellevue, WA, USA",Building software to remove friction in travel,Active,,20,https://www.gordiansoftware.com/
"Apostolos Atsalakis,Panos Papadiamantis",W19,2016,"Healthcare,Healthcare Services",1,"Athens, Greece",,"PNOĒ enables health professionals to provide science-backed bio-optimization through breath analysis. For 100+ years, breath analysis (AKA metabolic testing, VO2max) has been the gold standard in anti-aging quantification, nutrition prescription, and evaluation of most critical systems, including the heart, lungs, cells, and nervous system. Until recently, it was only available in sophisticated clinics and regarded as the most valuable but underutilized assessment in medicine. PNOĒ changed that through the first easy-to-use clinical-grade breath analysis device, proprietary software package, and dedicated metabolic expert support. Through a non-invasive 10 min breath test, PNOĒ analyzes the human breath and prescribes a personalized nutrition, exercise, breathwork, and bio-optimization (i.e., red light therapy, hyperbaric chamber, IV therapy, etc.) program based on one’s biological limitations. 3,000+ health professionals trust PNOĒ because it personalizes the clients’ journey through their clinics, builds retention by quantifying progress, and enables the upsell of personalized nutrition and breathwork. All this without any effort, time commitment, or upfront cost. PNOĒ has been independently validated by Georgetown University, VA in Maryland, and Rutgers University and is trusted by leading institutions including Cenegenics, Dais Cove, MIT, UCLA, Pan Pacific, CLMBR, UCS, OURA, TONAL, Spartan Racing, and Paris Saint Germain. ",PNOĒ,"Athens, Greece",Enabling health professionals to prescribe clinical-grade wellness…,Active,"medical-devices,digital-health,telemedicine,diagnostics",70,https://
Brian Vallelunga,W19,2018,"B2B,Engineering, Product and Design",2,,https://bookface-images.s3.amazonaws.com/small_logos/66a107c5c83003596991722f8d3d73d13a0b6da2.png,"Your central source of truth from local development to production for every language, stack, and infrastructure.",Doppler,"San Francisco, CA, USA",The first SecretOps Platform.,Active,"developer-tools,devsecops",25,https://doppler.com
Juan Andrade,W19,2023,Fintech,0,"London, United Kingdom",https://bookface-images.s3.amazonaws.com/small_logos/6babda5ff95102983cef278d4efd8b7a1d06c10b.png,"Caribou is the alternative to endless email chains with lawyers and accountants.

More companies are now global: they have to navigate complex cross-border tax issues from day one. Their only option is to hire traditional firms whose siloed approach overcomplicates work and distracts finance teams.

Caribou is an alternative that sets Transfer Pricing policies by collecting unstructured company data, saving companies from drawn-out manual projects.",Caribou,"London, England, United Kingdom",Transfer Pricing & Intragroup agreements for global companies,Active,fintech,5,https://usecaribou.com
Jake Bullock,W19,,Government,0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/4e2e68ba8ad3513843d173bd4cf5ba2a70ef93ea.png,"Ravn is a DefenseTech company building a heads-up display for soldiers that will allow them to see around corners. In doing so, we allow them to see the enemy and react while they're still behind cover. Our lightweight heads-up display displays videos feeds from a camera on a gun, to drones, robots or other external platforms. Our heads-up display will become a soldier's most relied upon computer.

We currently have four team members, all very experienced in their respective fields. Jake, the Founder, is a former Navy SEAL and understands the market and product. Our Chief Science Officer, Karl Guttag, is an industry leader in the optics and display space. Our VPs of Software and Hardware are both very experienced in their fields. Our primary technology focus is on peer-to-peer applications, near eye optics and displays, cameras/sensors/IoT, and UI/UX (hardware and software).

 ",Ravn,"San Francisco, CA, USA",Ravn is building a heads-up display for soldiers.,Active,augmented-reality,10,https://ravn.com/
"Jonathon Blok,Jaime Lomeli-Rodriguez,Daniel Martinho-Corbishley",W19,2017,"B2B,Retail",0,"London, United Kingdom",https://bookface-images.s3.amazonaws.com/small_logos/06dd0022a30071b010e7c41ab3e012079397a6d2.png,Aura Vision is like Google Analytics for physical stores. We help retailers make more sales by using their existing security cameras and our plug & play AI to better measure their customers and stores.,Aura Vision,"London, England, United Kingdom",Visitor analytics for physical retail stores using existing security…,Active,"saas,iot",10,https://auravision.ai
"Peter Xu,Harry Yu",W19,2019,"Consumer,Content",0,San Francisco,https://bookface-images.s3.amazonaws.com/small_logos/9904ae948c8e0e97d71028dcbca777328465de82.png,"Wanderlog is the one-stop app for planning your next vacation, with a focus on excellent design. You can track your plans in our collaborative document, discover new places to visit and hotels to book, and share travel advice with friends and fellow travelers.",Wanderlog,"San Francisco, CA, USA","Travel planner for researching, organizing, and mapping your trip",Active,"consumer,travel,social,subscriptions",5,https://wanderlog.com
"Mei Wang,Quincy Brown,David Tulman",W19,2017,"Healthcare,Diagnostics",0,"Houston, TX",https://bookface-images.s3.amazonaws.com/small_logos/edbfa875f5b9593c4bbe89349b05b7a77c4bb9d6.png,,Instapath Inc.,"Houston, TX, USA",We built the world's first automated digital pathology lab.,Active,,6,http://instapathbio.com
"Boris Jarry,David Mayman",W19,2016,"Industrials,Aviation and Space",1,"Los Angeles, CA",https://bookface-images.s3.amazonaws.com/small_logos/94480033ba6508a0100986d13cbdc894e041ebd0.png,"Our focus is on developing the smallest, fastest heavy lift optionally piloted VTOL aircraft. Our aircraft can be operated in urban environments with no risk of rotor strikes - we don't use rotor systems! Ship anything from downtown LA to downtown San Diego in 20 mins!",JetPack Aviation,"Los Angeles, CA, USA",Flying motorcycles,Active,"air-taxis,drones,airplanes",9,http://www.jetpackaviation.com
"Jeremy Osborne,Ed Kearney",W19,2018,"Industrials,Climate",1,"Alameda, CA",https://bookface-images.s3.amazonaws.com/small_logos/391dae54c247452db1fa13f5b53da4373adc6c96.png,"Boundary Layer Technologies is building the next generation of water mobility, starting with a ultra-performances electric foiling water craft called Valo. 

Valo flies 2ft above the water at 58mph, in silence, with no waves or emissions, and will be the most exhilarating thing on the water.",Boundary Layer Technologies,"Alameda, CA, USA",Zero emissions foiling boats and ships,Active,"transportation,climatetech",5,https://ridevalo.com
"David Stanton,Brian Krejcarek",W19,,"B2B,Supply Chain and Logistics",3,,https://bookface-images.s3.amazonaws.com/small_logos/f6bc994bad1d5485c5b58121b98f10083b2f9074.png,,Reelables,,The Future of Supply Chain Data Tracking and Visibility,Active,,0,http://reelables.com
Udayan Umapathi,W19,2018,"Healthcare,Industrial Bio",0,"Cambridge, MA",https://bookface-images.s3.amazonaws.com/small_logos/373e91d473569c304899f7cec638ddc0b46d10d6.png,"Volta Labs is a genomics applications company that has developed a cutting-edge digital fluidics platform to maximize performance and scalability of sample preparation in genomics while providing unparalleled consistency. Volta is transforming the way biological research and analyses are performed, allowing scientists to focus on what they do best -- pushing the boundaries of biology.

As a collective of scientists and builders working at the intersection of engineering and biology, we imagine a world where extracting vital information from biological samples is as simple as pressing a button. That's our vision, and we're turning it into reality.

Our HQ is in Boston’s Seaport, where we develop and manufacture our technology. We believe in cross-functional collaboration and continuous learning –  whether your interest is in biology, MechEng, CompEng, or simply joining a fast-growing startup striving to make the world a better place, we'd love to welcome you to our team. Check out some of our blog posts to learn more about work life at Volta.  ","Volta Labs, Inc.","Cambridge, MA, USA",Unlocking the utility of genomics for the world.,Active,"hard-tech,hardware,robotics,genomics",50,http://voltalabs.com
